"_time","Activity_Type","host.name","user.name","winlog.event_data.IpAddress","winlog.event_data.Image","winlog.event_data.TargetFilename","winlog.event_data.ScriptBlockText"
"2025-11-16T06:21:10.971+0000","2b. System Process (Noise/Telemetry)","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\clipesu.exe
C:\Windows\System32\clipesu.exe","null
null","null
null"
"2025-11-16T06:26:02.648+0000","2b. System Process (Noise/Telemetry)","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\DeviceCensus.exe
C:\Windows\System32\DeviceCensus.exe","null
null","null
null"
"2025-11-16T06:26:10.994+0000",,"DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\ClipESUConsumer.exe
C:\Windows\System32\ClipESUConsumer.exe","null
null","null
null"
"2025-11-16T07:10:37.369+0000","1. Attacker Logon (WinRM)","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"10.10.10.130
10.10.10.130","null
null","null
null","null
null"
"2025-11-16T07:10:37.430+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\wsmprovhost.exe
C:\Windows\System32\wsmprovhost.exe","null
null","null
null"
"2025-11-16T07:10:38.018+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\system32\wsmprovhost.exe
C:\Windows\system32\wsmprovhost.exe","C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_gf5v1jnj.t2m.ps1
C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_gf5v1jnj.t2m.ps1","null
null"
"2025-11-16T07:10:38.725+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","(get-location).path
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
(get-location).path
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:15:19.124+0000","1. Attacker Logon (WinRM)","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"10.10.10.130
10.10.10.130","null
null","null
null","null
null"
"2025-11-16T07:15:19.159+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","ls
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
ls
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:15:24.144+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","cd ../../../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd ../../../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:15:34.983+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","cd 'Program Files
'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd 'Program Files
'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:15:39.101+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","cd 'Program Files'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd 'Program Files'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:17:32.667+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","Get-Acl ""C:\Program Files\data_important.txt"" | Format-List
Get-Acl ""C:\Program Files\data_important.txt"" | Format-List"
"2025-11-16T07:17:54.663+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","$acl = Get-Acl ""C:\Program Files\data_important.txt""
$acl = Get-Acl ""C:\Program Files\data_important.txt"""
"2025-11-16T07:17:54.844+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","Set-Acl ""C:\Program Files\data_important.txt"" $acl
Set-Acl ""C:\Program Files\data_important.txt"" $acl"
"2025-11-16T07:18:07.041+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","Get-Acl ""C:\Program Files\data_important.txt"" | Format-List
Get-Acl ""C:\Program Files\data_important.txt"" | Format-List"
"2025-11-16T07:18:38.962+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","$acl = Get-Acl ""C:\Program Files\data_important.txt""
$acl = Get-Acl ""C:\Program Files\data_important.txt"""
"2025-11-16T07:18:39.137+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","Set-Acl ""C:\Program Files\data_important.txt"" $acl
Set-Acl ""C:\Program Files\data_important.txt"" $acl"
"2025-11-16T07:18:43.848+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","Get-Acl ""C:\Program Files\data_important.txt"" | Format-List
Get-Acl ""C:\Program Files\data_important.txt"" | Format-List"
"2025-11-16T07:19:42.070+0000","1. Attacker Logon (WinRM)","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"10.10.10.130
10.10.10.130","null
null","null
null","null
null"
"2025-11-16T07:19:42.108+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","cat data_important.txt
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cat data_important.txt
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:19:45.015+0000","2b. System Process (Noise/Telemetry)","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\clipesu.exe
C:\Windows\System32\clipesu.exe","null
null","null
null"
"2025-11-16T07:19:45.031+0000",,"DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\ClipESUConsumer.exe
C:\Windows\System32\ClipESUConsumer.exe","null
null","null
null"
"2025-11-16T07:19:50.856+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","(get-item 'C:\Program Files\data_important.txt').length
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
(get-item 'C:\Program Files\data_important.txt').length
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:19:50.896+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\wsmprovhost.exe
C:\Windows\System32\wsmprovhost.exe","null
null","null
null"
"2025-11-16T07:19:51.011+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\system32\wsmprovhost.exe
C:\Windows\system32\wsmprovhost.exe","C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_pnhtzdmw.inp.ps1
C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_pnhtzdmw.inp.ps1","null
null"
"2025-11-16T07:19:51.271+0000","4b. Data Exfiltration/Encoding","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","$p = $ExecutionContext.SessionState.Path
$path = $p.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\data_important.txt"")
$index = 0
$chunkSize = 1048576
if (Test-Path $path -PathType Leaf) {
  $file = [System.IO.File]::OpenRead($path)
  $seekedTo = $file.Seek($index, [System.IO.SeekOrigin]::Begin)
  $chunk = New-Object byte[] $chunkSize
  $bytesRead = $file.Read($chunk, 0, $chunkSize)
  $bytes = [System.convert]::ToBase64String($chunk[0..$bytesRead])
  Write-Host $bytes
  exit 0
}
ElseIf (Test-Path $path -PathType Container) {
  exit 2
}
exit 1

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
$p = $ExecutionContext.SessionState.Path
$path = $p.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\data_important.txt"")
$index = 0
$chunkSize = 1048576
if (Test-Path $path -PathType Leaf) {
  $file = [System.IO.File]::OpenRead($path)
  $seekedTo = $file.Seek($index, [System.IO.SeekOrigin]::Begin)
  $chunk = New-Object byte[] $chunkSize
  $bytesRead = $file.Read($chunk, 0, $chunkSize)
  $bytes = [System.convert]::ToBase64String($chunk[0..$bytesRead])
  Write-Host $bytes
  exit 0
}
ElseIf (Test-Path $path -PathType Container) {
  exit 2
}
exit 1

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:19:51.417+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\wsmprovhost.exe
C:\Windows\System32\wsmprovhost.exe","null
null","null
null"
"2025-11-16T07:19:51.537+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\system32\wsmprovhost.exe
C:\Windows\system32\wsmprovhost.exe","C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_royyegbn.gnb.ps1
C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_royyegbn.gnb.ps1","null
null"
"2025-11-16T07:19:51.766+0000","4b. Data Exfiltration/Encoding","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","$p = $ExecutionContext.SessionState.Path
$path = $p.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\data_important.txt"")
$index = 77
$chunkSize = 1048576
if (Test-Path $path -PathType Leaf) {
  $file = [System.IO.File]::OpenRead($path)
  $seekedTo = $file.Seek($index, [System.IO.SeekOrigin]::Begin)
  $chunk = New-Object byte[] $chunkSize
  $bytesRead = $file.Read($chunk, 0, $chunkSize)
  $bytes = [System.convert]::ToBase64String($chunk[0..$bytesRead])
  Write-Host $bytes
  exit 0
}
ElseIf (Test-Path $path -PathType Container) {
  exit 2
}
exit 1

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
$p = $ExecutionContext.SessionState.Path
$path = $p.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\data_important.txt"")
$index = 77
$chunkSize = 1048576
if (Test-Path $path -PathType Leaf) {
  $file = [System.IO.File]::OpenRead($path)
  $seekedTo = $file.Seek($index, [System.IO.SeekOrigin]::Begin)
  $chunk = New-Object byte[] $chunkSize
  $bytesRead = $file.Read($chunk, 0, $chunkSize)
  $bytes = [System.convert]::ToBase64String($chunk[0..$bytesRead])
  Write-Host $bytes
  exit 0
}
ElseIf (Test-Path $path -PathType Container) {
  exit 2
}
exit 1

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:19:51.894+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:20:03.318+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\System32\wsmprovhost.exe
C:\Windows\System32\wsmprovhost.exe","null
null","null
null"
"2025-11-16T07:20:03.494+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\system32\wsmprovhost.exe
C:\Windows\system32\wsmprovhost.exe","C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_40mef0iq.zpn.ps1
C:\Users\Thanh\AppData\Local\Temp\__PSScriptPolicyTest_40mef0iq.zpn.ps1","null
null"
"2025-11-16T07:20:03.814+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","$hash_file = @{
  ""7b9fb1977f73c7229b9e9394a58ce346d746ff6a"" = @{
    ""target"" = ""C:\Program Files\encrypt.ps1"";
    ""src_basename"" = ""encrypt.ps1"";
    ""dst"" = ""C:\Program Files\encrypt.ps1""
  }
}

Function Cleanup($disposable) {
  if (($disposable -ne $null) -and ($disposable.GetType().GetMethod(""Dispose"") -ne $null)) {
    $disposable.Dispose()
  }
}

Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}

Function Get-SHA1Sum($src) {
  Try {
    $c = [System.Security.Cryptography.SHA1]::Create()
    $bytes = $c.ComputeHash(($in = (Get-Item $src).OpenRead()))
    return ([System.BitConverter]::ToString($bytes)).Replace(""-"", """").ToLower()
  } 
  Finally {
    Cleanup $c
    Cleanup $in
  }
}

Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}

Check-Files $hash_file | ConvertTo-Csv -NoTypeInformation

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
$hash_file = @{
  ""7b9fb1977f73c7229b9e9394a58ce346d746ff6a"" = @{
    ""target"" = ""C:\Program Files\encrypt.ps1"";
    ""src_basename"" = ""encrypt.ps1"";
    ""dst"" = ""C:\Program Files\encrypt.ps1""
  }
}

Function Cleanup($disposable) {
  if (($disposable -ne $null) -and ($disposable.GetType().GetMethod(""Dispose"") -ne $null)) {
    $disposable.Dispose()
  }
}

Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}

Function Get-SHA1Sum($src) {
  Try {
    $c = [System.Security.Cryptography.SHA1]::Create()
    $bytes = $c.ComputeHash(($in = (Get-Item $src).OpenRead()))
    return ([System.BitConverter]::ToString($bytes)).Replace(""-"", """").ToLower()
  } 
  Finally {
    Cleanup $c
    Cleanup $in
  }
}

Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}

Check-Files $hash_file | ConvertTo-Csv -NoTypeInformation

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:20:03.821+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}
Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}"
"2025-11-16T07:20:03.866+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","{
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  }
{
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  }"
"2025-11-16T07:20:03.873+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}
Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}"
"2025-11-16T07:20:04.004+0000","4a. Malicious Script Execution","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","null
null","null
null","            $to = $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\encrypt.ps1"")
            $parent = Split-Path $to
            if(!(Test-path $parent)) { mkdir $parent | Out-Null }
            $fileStream = New-Object -TypeName System.IO.FileStream -ArgumentList @(
                $to,
                [system.io.filemode]::Create,
                [System.io.FileAccess]::Write,
                [System.IO.FileShare]::ReadWrite
            )
            # Powershell caches ScrpitBlocks in a dictionary
            # keyed on the script block text. Thats just great
            # unless the script is super large and called a gillion
            # times like we might do. In such a case it will saturate the
            # Large Object Heap and lead to Out Of Memory exceptions
            # for large files or folders. So we call the internal method
            # ClearScriptBlockCache to clear it.
            $bindingFlags= [Reflection.BindingFlags] ""NonPublic,Static""
            $method = [scriptblock].GetMethod(""ClearScriptBlockCache"", $bindingFlags)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
            $to = $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\encrypt.ps1"")
            $parent = Split-Path $to
            if(!(Test-path $parent)) { mkdir $parent | Out-Null }
            $fileStream = New-Object -TypeName System.IO.FileStream -ArgumentList @(
                $to,
                [system.io.filemode]::Create,
                [System.io.FileAccess]::Write,
                [System.IO.FileShare]::ReadWrite
            )
            # Powershell caches ScrpitBlocks in a dictionary
            # keyed on the script block text. Thats just great
            # unless the script is super large and called a gillion
            # times like we might do. In such a case it will saturate the
            # Large Object Heap and lead to Out Of Memory exceptions
            # for large files or folders. So we call the internal method
            # ClearScriptBlockCache to clear it.
            $bindingFlags= [Reflection.BindingFlags] ""NonPublic,Static""
            $method = [scriptblock].GetMethod(""ClearScriptBlockCache"", $bindingFlags)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T07:20:04.013+0000","2. WinRM Process Spawned","DESKTOP-00OJS0K
DESKTOP-00OJS0K",,"null
null","C:\Windows\system32\wsmprovhost.exe
C:\Windows\system32\wsmprovhost.exe","C:\Program Files\encrypt.ps1
C:\Program Files\encrypt.ps1","null
null"
